contract,act_symbol,expiration,call_put,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,date,stock_price,T,mid_price,risk_free_rate,BS_price,BT_price,MC_price,Random Forest_ML_price,XGBoost_ML_price,Linear Regression_ML_price,SVR_ML_price,BS_error,BT_error,MC_error,Random Forest_ML_error,XGBoost_ML_error,Linear Regression_ML_error,SVR_ML_error,BS_error_pct,BT_error_pct,MC_error_pct,Random Forest_ML_error_pct,XGBoost_ML_error_pct,Linear Regression_ML_error_pct,SVR_ML_error_pct
AAPL130119C00135000,AAPL,2013-01-19,call,135,A,365.55,,367.45,,0,3530,14-01-2013,1.0,0.0,-0.4088,0.0,0.5376,2013-01-14,501.750015,0.0136986301369863,366.5,0.05,366.8424490942993,366.84244909429685,367.2102228383962,364.6075230832077,366.54114,-63.182597536404444,119.39014422559616,0.3424490942992975,0.3424490942968532,0.7102228383961915,-1.8924769167923046,0.0411376953125,-429.68259753640444,-247.10985577440385,0.09343767920853957,0.09343767920787265,0.19378522193620507,-0.5163647794794829,0.011224473482264664,-117.23945362521266,-67.42424441320706
AAPL130119P00135000,AAPL,2013-01-19,put,135,A,0.0,,0.01,,0,8747,14-01-2013,0.0,0.0,0.0,0.0,0.5689,2013-01-14,501.750015,0.0136986301369863,0.005,0.05,5.5284098281922385e-87,0.0,0.0,0.02426545072114716,-0.006534134,42.92909687544653,119.39014422559616,-0.005,-0.005,-0.005,0.01926545072114716,-0.011534134037792684,42.92409687544653,119.38514422559616,-100.0,-100.0,-100.0,385.30901442294316,-230.68268075585365,858481.9375089306,2387702.8845119234
AAPL130119C00140000,AAPL,2013-01-19,call,140,A,360.5,,362.7,,0,449,14-01-2013,1.0,0.0,-0.4239,0.0,0.5376,2013-01-14,501.750015,0.0136986301369863,361.6,0.05,361.8458725792733,361.84587257927103,361.8304403297021,362.7018739760649,361.382,-62.08828994105603,119.39014422559616,0.2458725792732821,0.24587257927100836,0.23044032970210537,1.1018739760648941,-0.21801147460939774,-423.68828994105604,-242.20985577440388,0.06799573541849616,0.06799573541786735,0.06372796728487427,0.30472178541617645,-0.06029078390746618,-117.17043416511505,-66.98281409690372
AAPL130119P00140000,AAPL,2013-01-19,put,140,A,0.0,,0.02,,0,2381,14-01-2013,0.0,0.0,0.0,0.0,0.5689,2013-01-14,501.750015,0.0136986301369863,0.01,0.05,2.4505080433382417e-82,0.0,0.0,0.02426545072114716,-0.004716277,44.023404470794944,119.39014422559616,-0.01,-0.01,-0.01,0.01426545072114716,-0.014716277122497559,44.013404470794946,119.38014422559615,-100.0,-100.0,-100.0,142.65450721147158,-147.1627712249756,440134.0447079495,1193801.4422559617
AAPL130119C00145000,AAPL,2013-01-19,call,145,A,355.5,,357.7,,0,275,14-01-2013,1.0,0.0,-0.439,0.0,0.5376,2013-01-14,501.750015,0.0136986301369863,356.6,0.05,356.84929606424737,356.84929606424475,356.4987528733671,361.8841757617791,355.08636,-60.99398234570762,119.39014422559616,0.2492960642473463,0.2492960642447315,-0.10124712663292712,5.284175761779068,-1.5136352539062727,-417.5939823457077,-237.20985577440388,0.06990915991232369,0.06990915991159044,-0.028392351832004236,1.4818215821029352,-0.424463054937261,-117.10431361349065,-66.5198698189579
AAPL130119C00135000,AAPL,2013-01-19,call,135,A,349.55,,351.35,,2,3530,15-01-2013,1.0,0.0,-0.4088,0.0,0.5121,2013-01-15,485.920013,0.010958904109589041,350.45000000000005,0.05,350.99396533997435,350.99396533997094,351.040290751651,351.4082488768586,350.427,-62.17280881083454,119.39014422559616,0.5439653399743065,0.5439653399708959,0.5902907516509686,0.9582488768585335,-0.022998046875045475,-412.6228088108346,-231.0598557744039,0.15521910114832543,0.1552191011473522,0.16843793740932186,0.27343383559952444,-0.0065624331217136464,-117.74084999595793,-65.93233150931769
AAPL130119P00135000,AAPL,2013-01-19,put,135,A,0.0,,0.01,,0,8747,15-01-2013,0.0,0.0,0.0,0.0,0.5511,2013-01-15,485.920013,0.010958904109589041,0.005,0.05,9.163992498546459e-110,0.0,0.0,0.02426545072114716,0.029485967,43.878391248597225,119.39014422559616,-0.005,-0.005,-0.005,0.01926545072114716,0.024485967010259627,43.87339124859722,119.38514422559616,-100.0,-100.0,-100.0,385.30901442294316,489.71934020519257,877467.8249719443,2387702.8845119234
AAPL130119C00140000,AAPL,2013-01-19,call,140,A,345.2,,346.5,,0,449,15-01-2013,1.0,0.0,-0.4239,0.0,0.5121,2013-01-15,485.920013,0.010958904109589041,345.85,0.05,345.996704315529,345.9967043155256,345.7900698486603,350.8138719829192,346.0703,-61.07850121548613,119.39014422559616,0.14670431552895025,0.14670431552559648,-0.05993015133969948,4.963871982919159,0.22031249999997726,-406.92850121548616,-226.45985577440388,0.04241848070809606,0.042418480707126345,-0.017328365285441513,1.435267307479878,0.06370174931327953,-117.66040225979071,-65.47921231007774
AAPL130119P00140000,AAPL,2013-01-19,put,140,A,0.0,,0.01,,5,2381,15-01-2013,0.0,0.0,0.0,0.0,0.5511,2013-01-15,485.920013,0.010958904109589041,0.005,0.05,9.747485926609868e-104,0.0,0.0,0.02426545072114716,0.047973227,44.97269884394563,119.39014422559616,-0.005,-0.005,-0.005,0.01926545072114716,0.04297322675585747,44.96769884394563,119.38514422559616,-100.0,-100.0,-100.0,385.30901442294316,859.4645351171494,899353.9768789125,2387702.8845119234
AAPL130119C00145000,AAPL,2013-01-19,call,145,A,340.2,,341.55,,0,275,15-01-2013,1.0,0.0,-0.439,0.0,0.5121,2013-01-15,485.920013,0.010958904109589041,340.875,0.05,340.9994432910836,340.9994432910801,340.64007981351614,350.4607886495858,343.87195,-59.98419362013772,119.39014422559616,0.12444329108359398,0.12444329108012653,-0.23492018648386193,9.585788649585822,2.9969482421875,-400.8591936201377,-221.48485577440385,0.036507016086129516,0.036507016085112295,-0.06891681304990449,2.812112548466688,0.8791927369820315,-117.59712317422448,-64.97538856601507
AAPL130119C00135000,AAPL,2013-01-19,call,135,A,370.4,,371.45,,0,3513,16-01-2013,1.0,0.0,-0.4088,0.0,0.3696,2013-01-16,506.089981,0.00821917808219178,370.92499999999995,0.05,371.14544905372884,371.145449053726,370.9703934450775,365.98035598788454,370.90747,-62.24441992988021,119.39014422559616,0.2204490537288848,0.22044905372604262,0.0453934450775364,-4.944644012115418,-0.017529296874954525,-433.1694199298802,-251.5348557744038,0.05943224472033021,0.059432244719563966,0.012237903909829859,-1.3330576294710301,-0.004725833220989291,-116.78086403717201,-67.81286129929335
AAPL130119P00135000,AAPL,2013-01-19,put,135,A,0.0,,0.01,,0,8747,16-01-2013,0.0,0.0,0.0,0.0,0.5345,2013-01-16,506.089981,0.00821917808219178,0.005,0.05,1.766412708862658e-164,0.0,0.0,0.02426545072114716,-0.01394563,42.81765818545021,119.39014422559616,-0.005,-0.005,-0.005,0.01926545072114716,-0.018945629820227624,42.81265818545021,119.38514422559616,-100.0,-100.0,-100.0,385.30901442294316,-378.91259640455246,856253.1637090042,2387702.8845119234
AAPL130119C00140000,AAPL,2013-01-19,call,140,A,365.55,,366.4,,0,449,16-01-2013,1.0,0.0,-0.4239,0.0,0.3696,2013-01-16,506.089981,0.00821917808219178,365.975,0.05,366.1475034260892,366.14750342608625,366.0977342932024,364.0818889694864,365.99896,-61.1501123345318,119.39014422559616,0.1725034260891789,0.17250342608622304,0.12273429320237028,-1.8931110305136372,0.023962402343727263,-427.1251123345318,-246.58485577440388,0.0471353032554625,0.047135303254654835,0.03353625061885929,-0.5172787842102977,0.00654755170263741,-116.70882227871624,-67.37751370295891
AAPL130119P00140000,AAPL,2013-01-19,put,140,A,0.0,,0.02,,0,2386,16-01-2013,0.0,0.0,0.0,0.0,0.5345,2013-01-16,506.089981,0.00821917808219178,0.01,0.05,1.1167728104424086e-155,0.0,0.0,0.02426545072114716,-0.009578048,43.91196578079862,119.39014422559616,-0.01,-0.01,-0.01,0.01426545072114716,-0.019578048251569273,43.90196578079862,119.38014422559615,-100.0,-100.0,-100.0,142.65450721147158,-195.78048251569274,439019.6578079862,1193801.4422559617
AAPL130119C00145000,AAPL,2013-01-19,call,145,A,360.25,,361.45,,0,275,16-01-2013,1.0,0.0,-0.4391,0.0,0.3696,2013-01-16,506.089981,0.00821917808219178,360.85,0.05,361.14955779844956,361.1495577984465,361.0691284297012,362.80839786726955,360.9447,-60.05580473918339,119.39014422559616,0.2995577984495412,0.2995577984464717,0.21912842970118618,1.9583978672695252,0.09470214843747726,-420.9058047391834,-241.45985577440388,0.08301449312721108,0.08301449312636044,0.06072562829463383,0.5427179900982473,0.02624418690244624,-116.64287231236897,-66.91419032129801
AAPL130119C00135000,AAPL,2013-01-19,call,135,A,367.15,,368.4,,4,3513,17-01-2013,1.0,0.0,-0.4088,0.0,0.2869,2013-01-17,502.680023,0.005479452054794521,367.775,0.05,367.7170042352159,367.7170042352112,367.5257602124113,363.2157615864528,367.58206,-61.47545451872031,119.39014422559616,-0.05799576478409563,-0.05799576478875679,-0.24923978758869225,-4.5592384135471775,-0.19293823242185226,-429.2504545187203,-248.38485577440383,-0.015769360283895216,-0.015769360285162612,-0.0677696383899646,-1.2396814393439406,-0.05246094281064572,-116.71550663278371,-67.53717783275205
AAPL130119P00135000,AAPL,2013-01-19,put,135,A,0.0,,0.01,,0,8747,17-01-2013,0.0,0.0,0.0,0.0,0.3982,2013-01-17,502.680023,0.005479452054794521,0.005,0.05,0.0,0.0,0.0,0.02426545072114716,0.009018136,44.007727140723134,119.39014422559616,-0.005,-0.005,-0.005,0.01926545072114716,0.004018136188387871,44.00272714072313,119.38514422559616,-100.0,-100.0,-100.0,385.30901442294316,80.36272376775742,880054.5428144626,2387702.8845119234
AAPL130119C00140000,AAPL,2013-01-19,call,140,A,362.2,,363.6,,0,449,17-01-2013,1.0,0.0,-0.4239,0.0,0.2869,2013-01-17,502.680023,0.005479452054794521,362.9,0.05,362.7183739105943,362.7183739105895,362.5852656671136,361.61192903775157,362.98743,-60.381146923371915,119.39014422559616,-0.18162608940565406,-0.18162608941048575,-0.3147343328863599,-1.2880709622484119,0.08742675781252274,-423.2811469233719,-243.50985577440383,-0.05004852284531664,-0.05004852284664805,-0.08672756486259574,-0.35493826460413663,0.024091142962943714,-116.63850838340369,-67.1010900453028
AAPL130119P00140000,AAPL,2013-01-19,put,140,A,0.0,,0.02,,0,2386,17-01-2013,0.0,0.0,0.0,0.0,0.3982,2013-01-17,502.680023,0.005479452054794521,0.01,0.05,0.0,0.0,0.0,0.02426545072114716,-0.012212049,45.10203473607154,119.39014422559616,-0.01,-0.01,-0.01,0.01426545072114716,-0.02221204921603203,45.09203473607154,119.38014422559615,-100.0,-100.0,-100.0,142.65450721147158,-222.12049216032028,450920.3473607154,1193801.4422559617
AAPL130119C00145000,AAPL,2013-01-19,call,145,A,357.2,,358.6,,1,275,17-01-2013,1.0,0.0,-0.4391,0.0,0.2869,2013-01-17,502.680023,0.005479452054794521,357.9,0.05,357.71974358597265,357.71974358596793,357.54237167693714,360.7332308234659,358.3067,-59.286839328023504,119.39014422559616,-0.18025641402732617,-0.18025641403204418,-0.35762832306284054,2.8332308234658967,0.40670166015627274,-417.1868393280235,-238.50985577440383,-0.05036502208083995,-0.05036502208215819,-0.09992409138386156,0.7916263826392558,0.11363555746193707,-116.56519679464195,-66.64147967991167
AAPL130119C00135000,AAPL,2013-01-19,call,135,A,364.75,,365.35,,147,3509,18-01-2013,1.0,0.0,-0.4088,0.0,0.0156,2013-01-18,500.000015,0.0027397260273972603,365.05,0.05,365.01850688408865,365.01850688409286,365.02275543707805,357.583202662656,362.52933,-59.265335266004726,119.39014422559616,-0.03149311591135984,-0.031493115907153424,-0.027244562921964643,-7.466797337344019,-2.5206726074218864,-424.31533526600475,-245.65985577440387,-0.00862706914432539,-0.008627069143173106,-0.007463241452394094,-2.045417706435836,-0.6905006457805469,-116.23485420243934,-67.2948516023569
AAPL130119P00135000,AAPL,2013-01-19,put,135,A,0.0,,0.01,,0,8747,18-01-2013,0.0,0.0,0.0,0.0,3.4535,2013-01-18,500.000015,0.0027397260273972603,0.005,0.05,1.3566837429310009e-12,5.807258743684557e-14,0.0,0.02426545072114716,0.013561767,20.082714866453003,119.39014422559616,-0.004999999998643316,-0.004999999999941928,-0.005,0.01926545072114716,0.00856176659464836,20.077714866453004,119.38514422559616,-99.99999997286633,-99.99999999883855,-100.0,385.30901442294316,171.2353318929672,401554.2973290601,2387702.8845119234
AAPL130119C00140000,AAPL,2013-01-19,call,140,A,359.55,,360.3,,18,449,18-01-2013,1.0,0.0,-0.4239,0.0,0.0156,2013-01-18,500.000015,0.0027397260273972603,359.925,0.05,360.0191917686845,360.01919176868887,360.01891489668503,356.7013309094093,359.78128,-58.171027670656315,119.39014422559616,0.09419176868448176,0.0941917686888587,0.09391489668502118,-3.223669090590704,-0.14371948242188637,-418.0960276706563,-240.53485577440387,0.026169832238516846,0.026169832239732915,0.026092907323753883,-0.8956502300731275,-0.03993039728329135,-116.16198587779574,-66.82916045687402
AAPL130119P00140000,AAPL,2013-01-19,put,140,A,0.0,,0.01,,0,2386,18-01-2013,0.0,0.0,0.0,0.0,3.4535,2013-01-18,500.000015,0.0027397260273972603,0.005,0.05,6.133822381028915e-12,3.823983276397777e-13,0.0,0.02426545072114716,0.009883966,21.17702246180141,119.39014422559616,-0.0049999999938661775,-0.004999999999617602,-0.005,0.01926545072114716,0.0048839662969112395,21.17202246180141,119.38514422559616,-99.99999987732355,-99.99999999235204,-100.0,385.30901442294316,97.67932593822479,423440.44923602825,2387702.8845119234
AAPL130119C00145000,AAPL,2013-01-19,call,145,A,354.2,,355.35,,0,275,18-01-2013,1.0,0.0,-0.4391,0.0,0.0156,2013-01-18,500.000015,0.0027397260273972603,354.775,0.05,355.0198766532804,355.0198766532846,355.00993789739005,356.02862674274263,354.85617,-57.076720075307904,119.39014422559616,0.2448766532804143,0.24487665328462072,0.23493789739006843,1.2536267427426537,0.08117065429689774,-411.85172007530787,-235.38485577440383,0.06902308597855382,0.06902308597973947,0.06622166088085926,0.35335825318657005,0.022879474116523923,-116.0881460292602,-66.3476444998672
AAPL130125C00350000,AAPL,2013-01-25,call,350,A,154.2,,155.45,,242,0,22-01-2013,1.0,0.0,-1.0603,0.0,0.854,2013-01-22,504.770004,0.00821917808219178,154.825,0.05,154.91381703821668,154.91381452688847,154.79493422492948,153.10504840099586,154.94759,-18.921483938774884,119.39014422559616,0.08881703821668907,0.08881452688848412,-0.030065775070511336,-1.7199515990041334,0.12258605957032387,-173.74648393877487,-35.43485577440383,0.05736608313688944,0.05736446109380535,-0.019419199141295876,-1.1109004353328813,0.07917717395144445,-112.22120712984007,-22.887037477412452
AAPL130125P00350000,AAPL,2013-01-25,put,350,A,0.0,,0.02,,304,146,22-01-2013,0.0,0.0,-0.015,0.0002,0.9709,2013-01-22,504.770004,0.00821917808219178,0.01,0.05,0.00012569235727824448,9.476136179578545e-05,0.0,0.12620291571607858,-0.0003854744,86.51770182800004,119.39014422559616,-0.009874307642721757,-0.009905238638204215,-0.01,0.11620291571607859,-0.010385474413633347,86.50770182800004,119.38014422559615,-98.74307642721757,-99.05238638204216,-100.0,1162.0291571607859,-103.85474413633347,865077.0182800003,1193801.4422559617
AAPL130125C00360000,AAPL,2013-01-25,call,360,A,143.7,,145.2,,0,0,22-01-2013,1.0,0.0,-1.0944,0.0001,0.854,2013-01-22,504.770004,0.00821917808219178,144.45,0.05,144.91796153883308,144.9179488600886,144.84172248385363,143.9796486913021,145.31346,-16.732868748078054,119.39014422559616,0.46796153883309444,0.4679488600885975,0.3917224838536413,-0.4703513086979001,0.8634613037109489,-161.18286874807805,-25.05985577440383,0.32396091300318064,0.32395213574842335,0.27118205874256923,-0.3256153054329527,0.5977579118802001,-111.58384821604574,-17.34846367213834
AAPL130125P00360000,AAPL,2013-01-25,put,360,A,0.0,,0.02,,0,16,22-01-2013,0.0,0.0,-0.0788,0.001,0.9709,2013-01-22,504.770004,0.00821917808219178,0.01,0.05,0.0005273862306154828,0.0004215585653034534,0.0,0.14905507399599358,-0.14775793,88.70631701869686,119.39014422559616,-0.009472613769384517,-0.009578441434696546,-0.01,0.13905507399599357,-0.1577579325437546,88.69631701869686,119.38014422559615,-94.72613769384517,-95.78441434696546,-100.0,1390.5507399599355,-1577.5793254375458,886963.1701869686,1193801.4422559617
AAPL130125C00370000,AAPL,2013-01-25,call,370,A,133.7,,135.2,,0,0,22-01-2013,1.0,0.0,-1.1499,0.0004,0.854,2013-01-22,504.770004,0.00821917808219178,134.45,0.05,134.92224903764208,134.92219093136373,135.45634367063215,132.7968973422728,134.52101,-14.544253557381246,119.39014422559616,0.4722490376420865,0.47219093136374113,1.0063436706321625,-1.6531026577271746,0.07101135253907387,-148.99425355738123,-15.059855774403829,0.3512451005147538,0.35120188275473496,0.7484891562901915,-1.2295296822068984,0.052816178905967924,-110.8175928281006,-11.201082762665548
AAPL130125C00350000,AAPL,2013-01-25,call,350,A,161.75,,166.1,,2,242,23-01-2013,1.0,0.0,-1.0698,0.0001,1.2917,2013-01-23,514.010002,0.005479452054794521,163.925,0.05,164.10614156568778,164.1060745161001,164.0248811446863,156.9217203764399,163.43108,-22.943980644181693,119.39014422559616,0.18114156568776707,0.18107451610009662,0.09988114468629306,-7.003279623560104,-0.49392395019532387,-186.8689806441817,-44.53485577440385,0.11050270897530398,0.11046180637492549,0.06093100179124176,-4.272246224529574,-0.3013109349979099,-113.99663299934831,-27.167824172276255
AAPL130125P00350000,AAPL,2013-01-25,put,350,A,0.0,,0.02,,46,292,23-01-2013,0.0,0.0,-0.1265,0.0005,1.4452,2013-01-23,514.010002,0.005479452054794521,0.01,0.05,0.0018088297216275195,0.00147574095468695,0.00392336910172992,0.12620291571607858,0.16874206,82.20766053836681,119.39014422559616,-0.00819117027837248,-0.00852425904531305,-0.00607663089827008,0.11620291571607859,0.1587420606613159,82.1976605383668,119.38014422559615,-81.9117027837248,-85.24259045313049,-60.7663089827008,1162.0291571607859,1587.420606613159,821976.605383668,1193801.4422559617
AAPL130125C00360000,AAPL,2013-01-25,call,360,A,151.75,,156.1,,0,0,23-01-2013,1.0,0.0,-1.1456,0.0002,1.2917,2013-01-23,514.010002,0.005479452054794521,153.925,0.05,154.10956795855873,154.10942810672094,153.40193124708122,148.37783985573904,154.10458,-20.75536545348487,119.39014422559616,0.18456795855871633,0.18442810672092946,-0.523068752918789,-5.547160144260971,0.17958374023436363,-174.68036545348488,-34.53485577440385,0.11990772035648291,0.11981686322620072,-0.33982053137488316,-3.603807142609044,0.11666963796288037,-113.48407695532556,-22.436157722529707
AAPL130125P00360000,AAPL,2013-01-25,put,360,A,0.0,,0.02,,208,16,23-01-2013,0.0,0.0,-0.5033,0.0025,1.4452,2013-01-23,514.010002,0.005479452054794521,0.01,0.05,0.005184162938096509,0.00469751404705372,0.0061934956971405495,0.14905507399599358,-0.112983845,84.39627572906363,119.39014422559616,-0.004815837061903491,-0.00530248595294628,-0.0038065043028594507,0.13905507399599357,-0.12298384517431259,84.38627572906363,119.38014422559615,-48.158370619034905,-53.024859529462795,-38.06504302859451,1390.5507399599355,-1229.838451743126,843862.7572906362,1193801.4422559617
AAPL130125C00370000,AAPL,2013-01-25,call,370,A,141.75,,145.95,,0,0,23-01-2013,1.0,0.0,-1.3826,0.0015,1.2917,2013-01-23,514.010002,0.005479452054794521,143.85,0.05,144.11443328943585,144.11401204806648,144.17995113669693,138.58361381341584,145.80017,-18.566750262788055,119.39014422559616,0.264433289435857,0.2640120480664905,0.3299511366969341,-5.266386186584157,1.9501708984375057,-162.41675026278804,-24.459855774403835,0.1838257138935398,0.18353288012964233,0.2293716626325576,-3.6610261985291324,1.3556975310653498,-112.90702138532363,-17.00372316607844
AAPL130125C00350000,AAPL,2013-01-25,call,350,A,99.15,,102.25,,4,243,24-01-2013,1.0,0.0,-1.0598,0.0,0.9028,2013-01-24,450.499977,0.0027397260273972603,100.7,0.05,100.54791907108336,100.54791899138549,100.5209101111413,100.74705069541443,100.76752,-16.42948603672985,119.39014422559616,-0.15208092891664649,-0.15208100861451612,-0.17908988885869803,0.04705069541442697,0.06751708984374716,-117.12948603672984,18.690144225596157,-0.1510237625785963,-0.1510238417224589,-0.17784497404041513,0.046723630004396194,0.06704775555486311,-116.3152790831478,18.56022266692766
AAPL130125P00350000,AAPL,2013-01-25,put,350,A,0.0,,0.01,,5,314,24-01-2013,0.0,0.0,0.0,0.0,1.1775,2013-01-24,450.499977,0.0027397260273972603,0.005,0.05,0.0001127917336310371,8.851297648267502e-05,6.787778575333519e-05,0.127828961343455,0.14920639,87.76995832592124,119.39014422559616,-0.004887208266368963,-0.004911487023517325,-0.004932122214246665,0.122828961343455,0.14420638501644134,87.76495832592124,119.38514422559616,-97.74416532737926,-98.2297404703465,-98.6424442849333,2456.5792268691,2884.127700328827,1755299.1665184246,2387702.8845119234
AAPL130125C00360000,AAPL,2013-01-25,call,360,A,89.15,,92.15,,0,0,24-01-2013,1.0,0.0,-1.0901,0.0,0.9028,2013-01-24,450.499977,0.0027397260273972603,90.65,0.05,90.54929249284743,90.54929108031509,90.7954142104845,93.53812311961306,90.86223,-14.240870846033026,119.39014422559616,-0.10070750715257759,-0.10070891968491935,0.1454142104844891,2.8881231196130557,0.21222839355468182,-104.89087084603304,28.740144225596154,-0.11109487827090743,-0.11109643649742897,0.16041280803584013,3.1860155759658637,0.23411847055122095,-115.70973066302597,31.704516520238446
AAPL130125P00360000,AAPL,2013-01-25,put,360,A,0.0,,0.01,,5,219,24-01-2013,0.0,0.0,0.0,0.0,1.1775,2013-01-24,450.499977,0.0027397260273972603,0.005,0.05,0.0008214376790871836,0.000684129854508689,0.00015831331705750938,0.15068111962336997,0.008339775,89.95857351661806,119.39014422559616,-0.0041785623209128165,-0.004315870145491311,-0.00484168668294249,0.14568111962336996,0.0033397747948765754,89.95357351661806,119.38514422559616,-83.57124641825632,-86.31740290982623,-96.83373365884981,2913.622392467399,66.79549589753151,1799071.4703323615,2387702.8845119234
AAPL130125C00370000,AAPL,2013-01-25,call,370,A,79.15,,82.25,,10,0,24-01-2013,1.0,0.0,-1.1204,0.0,0.9028,2013-01-24,450.499977,0.0027397260273972603,80.7,0.05,80.55072284611151,80.55070652914522,80.58395724215673,83.91620009445496,80.27614,-12.052255655336218,119.39014422559616,-0.14927715388849094,-0.1492934708547864,-0.11604275784327456,3.216200094454962,-0.42386169433594034,-92.75225565533623,38.69014422559616,-0.1849778858593444,-0.18499810514843418,-0.1437952389631655,3.985378060043323,-0.5252313436628753,-114.93464145642656,47.943177479053475
AAPL130125C00350000,AAPL,2013-01-25,call,350,A,88.0,,91.6,,2,245,25-01-2013,1.0,0.0,0.0,0.0,0.3,2013-01-25,439.880001,0.0,89.8,0.05,89.88001849999955,89.88001850000099,89.8799965060103,96.61181181314397,88.23604,-11.173725088629482,119.39014422559616,0.08001849999955368,0.08001850000098898,0.07999650601030339,6.811811813143976,-1.5639617919921847,-100.97372508862948,29.590144225596163,0.08910746102400187,0.0891074610256002,0.08908296883107282,7.585536540249417,-1.7416055590113415,-112.44290098956513,32.951162834739606
AAPL130125P00350000,AAPL,2013-01-25,put,350,A,0.0,,0.01,,4,319,25-01-2013,0.0,0.0,0.0,0.0,0.3,2013-01-25,439.880001,0.0,0.005,0.05,0.0,0.0,0.0,0.25682600943234357,-0.022116933,95.18387493760093,119.39014422559616,-0.005,-0.005,-0.005,0.25182600943234357,-0.027116933017969132,95.17887493760094,119.38514422559616,-100.0,-100.0,-100.0,5036.520188646871,-542.3386603593826,1903577.498752019,2387702.8845119234
AAPL130125C00360000,AAPL,2013-01-25,call,360,A,77.65,,81.6,,0,0,25-01-2013,1.0,0.0,0.0,0.0,0.3,2013-01-25,439.880001,0.0,79.625,0.05,79.88001899999955,79.88001900000096,79.87999700601004,90.0902381702633,79.66584,-8.98510989793266,119.39014422559616,0.2550189999995496,0.25501900000095645,0.2549970060100435,10.465238170263305,0.04084014892578125,-88.61010989793266,39.76514422559616,0.3202750392459021,0.32027503924766904,0.3202474172810593,13.143156257787512,0.05129061089580063,-111.28428244638324,49.94052649996378
AAPL130125P00360000,AAPL,2013-01-25,put,360,A,0.0,,0.01,,28,224,25-01-2013,0.0,0.0,0.0,0.0,0.3,2013-01-25,439.880001,0.0,0.005,0.05,0.0,0.0,0.0,0.378207145247698,0.028030071,97.37249012829776,119.39014422559616,-0.005,-0.005,-0.005,0.373207145247698,0.023030071407556533,97.36749012829776,119.38514422559616,-100.0,-100.0,-100.0,7464.142904953959,460.6014281511307,1947349.802565955,2387702.8845119234
AAPL130125C00370000,AAPL,2013-01-25,call,370,A,67.65,,71.6,,2,10,25-01-2013,1.0,0.0,0.0,0.0,0.3,2013-01-25,439.880001,0.0,69.625,0.05,69.88001949999949,69.88001950000107,69.8799975060097,80.95613701370286,69.229485,-6.796494707235851,119.39014422559616,0.2550194999994915,0.2550195000010689,0.25499750600970117,11.331137013702858,-0.39551544189453125,-76.42149470723585,49.76514422559616,0.3662757630154276,0.3662757630176932,0.36624417380208424,16.27452353853193,-0.5680652666348743,-109.76157229046441,71.47597016243613
AAPL130201C00350000,AAPL,2013-02-01,call,350,A,98.5,,100.75,,1,0,28-01-2013,1.0,0.0,-1.0598,0.0,0.4101,2013-01-28,449.830002,0.010958904109589041,99.625,0.05,100.0217302952878,100.0217302907291,99.830570467283,100.67949766511141,100.01117,-12.310624924528554,119.39014422559616,0.3967302952877958,0.3967302907290957,0.2055704672829961,1.0544976651114126,0.38616943359375,-111.93562492452855,19.76514422559616,0.398223633914977,0.3982236293391174,0.206344258251439,1.0584669160465874,0.38762301991844417,-112.3569635377953,19.83954251000869
AAPL130201P00350000,AAPL,2013-02-01,put,350,A,0.0,,0.02,,124,0,28-01-2013,0.0,0.0,0.0,0.0,0.4484,2013-01-28,449.830002,0.010958904109589041,0.01,0.05,1.37815262676628e-07,6.38631957379299e-08,0.0,0.127828961343455,-0.1543297,93.74607462148676,119.39014422559616,-0.009999862184737324,-0.009999936136804262,-0.01,0.11782896134345501,-0.16432970225811006,93.73607462148675,119.38014422559615,-99.99862184737324,-99.99936136804261,-100.0,1178.2896134345501,-1643.2970225811005,937360.7462148675,1193801.4422559617
AAPL130201C00355000,AAPL,2013-02-01,call,355,A,93.5,,95.75,,0,0,28-01-2013,1.0,0.0,-1.0749,0.0,0.4101,2013-01-28,449.830002,0.010958904109589041,94.625,0.05,95.0244693119177,95.02446928441817,95.21875768910294,98.16131969360264,95.29664,-11.216317329180143,119.39014422559616,0.39946931191769863,0.3994692844181742,0.5937576891029437,3.5363196936026355,0.6716384887695312,-105.84131732918014,24.76514422559616,0.4221604353159299,0.42216040625434526,0.6274850082990158,3.737193863780856,0.7097896843006936,-111.8534397137967,26.17188293325882
AAPL130201P00355000,AAPL,2013-02-01,put,355,A,0.0,,0.03,,0,0,28-01-2013,0.0,0.0,-0.0001,0.0,0.4484,2013-01-28,449.830002,0.010958904109589041,0.015,0.05,7.439828498321497e-07,3.844143608507589e-07,0.0,0.1497587811479618,-0.24340777,94.84038221683517,119.39014422559616,-0.014999256017150167,-0.01499961558563915,-0.015,0.1347587811479618,-0.2584077709913254,94.82538221683517,119.37514422559616,-99.99504011433446,-99.99743723759434,-100.0,898.3918743197455,-1722.7184732755027,632169.2147789011,795834.2948373078
